,your_best(red)
,<Average Winning Rate>
your_base1,0.7
your_base2,1.0
your_base3,1.0
baseline,1.0
Num_Win,4.0
Avg_Winning_Rate,0.925
,<Average Scores>
your_base1,0.8
your_base2,4.4
your_base3,11.6
baesline,4.4
Avg_Score,5.300000000000001
